n_threads;time(s);mPow_size
32;0.001448;7
96;0.001634;7
64;0.001393;7
32;0.001198;7
64;0.001535;7
96;0.001562;7
64;0.001282;7
32;0.001194;7
64;0.001066;7
64;0.001152;7
64;0.001099;7
64;0.00117;7
64;0.001267;7
64;0.001155;7
64;0.001364;7
64;0.001532;7
96;0.001911;7
64;0.001326;7
64;0.001151;7
64;0.000972;7
64;0.001421;7
96;0.001584;7
96;0.001712;7
1;0.000297;8
1;0.000307;8
96;0.001394;7
64;0.001634;7
1;0.00042;8
1;0.000415;8
96;0.001683;7
1;0.000375;8
1;0.000715;8
1;0.00032;8
1;0.000344;8
96;0.001873;7
1;0.0004;8
96;0.001917;7
96;0.001623;7
64;0.001941;7
1;0.000302;8
96;0.002053;7
96;0.002192;7
96;0.002227;7
2;0.000573;8
2;0.001345;8
96;0.001363;7
96;0.001374;7
96;0.001485;7
2;0.00085;8
96;0.00121;7
2;0.001326;8
96;0.001082;7
2;0.000955;8
96;0.000732;7
2;0.000807;8
96;0.000913;7
2;0.000389;8
2;0.001054;8
96;0.000866;7
2;0.000458;8
2;0.000898;8
96;0.001033;7
4;0.000359;8
4;0.000586;8
1;0.000287;8
4;0.000368;8
4;0.000347;8
1;0.000306;8
4;0.000399;8
1;0.000289;8
1;0.000295;8
4;0.000512;8
4;0.000427;8
1;0.000296;8
1;0.000491;8
4;0.000422;8
4;0.000317;8
1;0.000328;8
1;0.000289;8
4;0.000597;8
8;0.000349;8
1;0.000316;8
1;0.00029;8
1;0.000359;8
8;0.000981;8
8;0.000278;8
1;0.000306;8
1;0.001312;8
8;0.000283;8
1;0.000296;8
2;0.000651;8
8;0.00045;8
1;0.000333;8
8;0.000696;8
8;0.00095;8
1;0.000306;8
2;0.001088;8
8;0.000754;8
8;0.000414;8
1;0.000425;8
2;0.000382;8
8;0.000478;8
2;0.000825;8
1;0.000452;8
2;0.000426;8
16;0.000334;8
1;0.000417;8
2;0.000859;8
2;0.000454;8
16;0.000406;8
16;0.000467;8
1;0.000298;8
2;0.00027;8
16;0.000578;8
2;0.000897;8
16;0.000794;8
16;0.000397;8
2;0.000408;8
16;0.000386;8
2;0.002061;8
2;0.000371;8
4;0.000477;8
16;0.000426;8
16;0.000321;8
4;0.000247;8
4;0.000315;8
2;0.000763;8
16;0.000436;8
4;0.000595;8
4;0.000417;8
2;0.000364;8
32;0.000405;8
4;0.00062;8
4;0.000449;8
2;0.000441;8
32;0.000465;8
32;0.000449;8
2;0.001748;8
4;0.000275;8
4;0.000245;8
2;0.000472;8
32;0.000397;8
32;0.000469;8
4;0.000387;8
32;0.000542;8
4;0.000269;8
32;0.000666;8
8;0.000571;8
8;0.00027;8
32;0.000442;8
32;0.000411;8
4;0.000682;8
8;0.000293;8
8;0.000325;8
32;0.000487;8
8;0.00047;8
4;0.00058;8
8;0.000388;8
8;0.000557;8
64;0.000607;8
4;0.000961;8
8;0.000786;8
8;0.000638;8
64;0.000798;8
64;0.000734;8
8;0.000434;8
4;0.000662;8
64;0.000888;8
16;0.000662;8
64;0.001097;8
16;0.000513;8
8;0.000357;8
64;0.000795;8
16;0.000758;8
16;0.000688;8
64;0.000967;8
8;0.00086;8
64;0.000786;8
16;0.000627;8
16;0.000631;8
64;0.000759;8
8;0.000734;8
64;0.000834;8
16;0.00044;8
16;0.000897;8
8;0.001068;8
16;0.000955;8
16;0.000615;8
8;0.000902;8
96;0.001735;8
96;0.001559;8
32;0.000712;8
16;0.00056;8
32;0.000974;8
96;0.001217;8
16;0.000872;8
32;0.000893;8
32;0.000937;8
96;0.00145;8
96;0.000834;8
16;0.001009;8
32;0.001097;8
32;0.00096;8
96;0.001207;8
96;0.00109;8
32;0.000497;8
16;0.000469;8
32;0.001075;8
16;0.000827;8
96;0.001413;8
96;0.001358;8
32;0.001044;8
32;0.000644;8
96;0.001125;8
2;0.005448;8
32;0.00106;8
2;0.001082;8
64;0.000937;8
32;0.000609;8
64;0.000779;8
64;0.000433;8
2;0.000974;8
32;0.00086;8
64;0.000655;8
32;0.000356;8
32;0.000201;8
4;0.0004;8
64;0.001346;8
64;0.000254;8
64;0.001044;8
64;0.000345;8
4;0.0008;8
64;0.001082;8
64;0.000754;8
4;0.000407;8
64;0.00099;8
64;0.000534;8
64;0.000884;8
4;0.000411;8
64;0.000474;8
4;0.000458;8
64;0.000933;8
96;0.000712;8
96;0.001083;8
8;0.000955;8
96;0.001192;8
8;0.000539;8
96;0.00109;8
8;0.000606;8
96;0.001343;8
8;0.000179;8
96;0.000816;8
8;0.000379;8
16;0.000267;8
96;0.001859;8
96;0.001608;8
96;0.001283;8
16;0.000289;8
16;0.00056;8
16;0.000509;8
96;0.001148;8
96;0.001768;8
16;0.000183;8
96;0.001712;8
32;0.000351;8
96;0.001456;8
32;0.000304;8
96;0.001671;8
32;0.000229;8
32;0.00029;8
96;0.001358;8
32;0.000381;8
64;0.000422;8
64;0.000436;8
64;0.000584;8
64;0.000594;8
64;0.000648;8
96;0.000708;8
96;0.000832;8
96;0.000822;8
96;0.000685;8
96;0.000834;8
1;0.001943;9
1;0.001272;9
1;0.00127;9
1;0.001282;9
1;0.001144;9
1;0.001151;9
1;0.001146;9
1;0.002079;9
1;0.001174;9
1;0.001213;9
1;0.001763;9
1;0.001155;9
1;0.001234;9
1;0.00206;9
1;0.001166;9
1;0.002626;9
2;0.002735;9
1;0.002095;9
1;0.001148;9
1;0.001145;9
2;0.00166;9
1;0.001163;9
2;0.001762;9
1;0.001145;9
1;0.002454;9
1;0.001882;9
2;0.002153;9
1;0.001148;9
1;0.001145;9
1;0.002799;9
2;0.00397;9
1;0.002098;9
2;0.001806;9
2;0.002602;9
1;0.001197;9
2;0.001855;9
2;0.003042;9
2;0.001722;9
1;0.001173;9
2;0.002011;9
2;0.00104;9
1;0.001144;9
2;0.001256;9
2;0.001209;9
2;0.003273;9
2;0.004067;9
2;0.002197;9
2;0.001614;9
2;0.001344;9
2;0.001328;9
2;0.001485;9
2;0.001543;9
2;0.001303;9
4;0.002195;9
4;0.002238;9
2;0.001952;9
2;0.002099;9
2;0.001955;9
4;0.001736;9
4;0.000993;9
4;0.000891;9
2;0.00139;9
2;0.001331;9
4;0.001169;9
2;0.003059;9
4;0.00163;9
2;0.00127;9
4;0.002084;9
4;0.001063;9
4;0.002214;9
4;0.002292;9
4;0.001156;9
4;0.002301;9
4;0.000995;9
4;0.001335;9
4;0.000932;9
4;0.001857;9
4;0.001291;9
4;0.001733;9
8;0.001338;9
4;0.001471;9
4;0.001342;9
8;0.001029;9
4;0.002204;9
4;0.002039;9
4;0.002486;9
4;0.001672;9
8;0.001521;9
4;0.001845;9
4;0.001044;9
4;0.001933;9
4;0.001307;9
8;0.001298;9
8;0.003871;9
8;0.001485;9
8;0.00142;9
8;0.001139;9
8;0.002712;9
8;0.000864;9
8;0.001387;9
4;0.001192;9
16;0.000973;9
8;0.000935;9
8;0.003802;9
16;0.001552;9
8;0.002186;9
8;0.00087;9
8;0.001115;9
16;0.001396;9
8;0.001356;9
8;0.005217;9
8;0.001484;9
8;0.001325;9
8;0.002567;9
8;0.001602;9
8;0.001681;9
8;0.002099;9
16;0.002196;9
16;0.000899;9
8;0.001757;9
16;0.000487;9
8;0.001753;9
16;0.003063;9
8;0.002384;9
8;0.001436;9
16;0.001481;9
8;0.001747;9
32;0.000639;9
16;0.001563;9
32;0.001301;9
16;0.000799;9
16;0.000841;9
16;0.000501;9
16;0.000958;9
16;0.001467;9
32;0.00143;9
8;0.002608;9
16;0.001133;9
16;0.00103;9
16;0.00117;9
32;0.000758;9
16;0.004685;9
16;0.001063;9
32;0.000984;9
16;0.001801;9
16;0.001364;9
32;0.002118;9
16;0.00187;9
16;0.001392;9
64;0.000624;9
16;0.000878;9
16;0.001904;9
32;0.000783;9
16;0.000869;9
32;0.001618;9
32;0.000567;9
32;0.001026;9
16;0.000973;9
64;0.002491;9
32;0.001138;9
32;0.000674;9
16;0.000978;9
16;0.00167;9
32;0.000751;9
32;0.000825;9
32;0.001398;9
32;0.000998;9
32;0.00049;9
32;0.001738;9
64;0.002815;9
32;0.000688;9
16;0.0019;9
32;0.000665;9
32;0.000764;9
32;0.000722;9
32;0.000629;9
64;0.000741;9
64;0.001557;9
32;0.00051;9
64;0.001028;9
64;0.001437;9
64;0.001798;9
64;0.001481;9
64;0.002125;9
32;0.001167;9
64;0.001405;9
64;0.001044;9
96;0.002277;9
64;0.001504;9
64;0.001484;9
96;0.001321;9
32;0.003493;9
96;0.001621;9
32;0.000743;9
64;0.002363;9
64;0.001801;9
32;0.001015;9
96;0.001583;9
32;0.000927;9
32;0.000503;9
96;0.001461;9
64;0.00319;9
64;0.003154;9
64;0.000556;9
96;0.00128;9
96;0.001362;9
64;0.00096;9
96;0.001665;9
64;0.001246;9
64;0.00133;9
64;0.001041;9
96;0.001992;9
96;0.002363;9
64;0.002959;9
64;0.001473;9
64;0.001338;9
64;0.003322;9
96;0.002328;9
64;0.001075;9
64;0.00217;9
64;0.001064;9
96;0.001715;9
96;0.000824;9
96;0.001843;9
96;0.002554;9
96;0.001164;9
96;0.001687;9
96;0.001488;9
96;0.001269;9
96;0.001669;9
96;0.001266;9
96;0.002756;9
96;0.002124;9
96;0.002439;9
96;0.000828;9
96;0.000917;9
96;0.001745;9
96;0.000877;9
96;0.000799;9
96;0.000743;9
1;0.005285;10
1;0.004823;10
1;0.004827;10
1;0.004767;10
1;0.009127;10
1;0.009506;10
1;0.009207;10
1;0.005454;10
1;0.004778;10
1;0.009963;10
1;0.010333;10
1;0.00472;10
1;0.00507;10
1;0.008198;10
1;0.004937;10
1;0.004777;10
1;0.007838;10
1;0.007036;10
1;0.005011;10
1;0.005207;10
1;0.007873;10
1;0.007899;10
1;0.008786;10
1;0.005613;10
2;0.004736;10
1;0.007639;10
2;0.005145;10
1;0.007887;10
1;0.004798;10
2;0.006855;10
2;0.006971;10
2;0.007102;10
1;0.008269;10
2;0.004132;10
2;0.0069;10
2;0.006682;10
1;0.004838;10
2;0.004956;10
2;0.011617;10
2;0.00519;10
2;0.004185;10
1;0.007147;10
2;0.007273;10
2;0.008986;10
2;0.011958;10
2;0.008136;10
2;0.010401;10
2;0.005415;10
2;0.007092;10
2;0.00699;10
2;0.00748;10
2;0.008797;10
2;0.007398;10
4;0.009024;10
2;0.00526;10
2;0.007909;10
4;0.006953;10
2;0.008473;10
2;0.006458;10
4;0.009742;10
4;0.005076;10
2;0.010264;10
4;0.004946;10
4;0.006078;10
2;0.00874;10
4;0.006777;10
4;0.007179;10
4;0.008486;10
4;0.005553;10
4;0.005258;10
4;0.006108;10
2;0.008436;10
4;0.005456;10
4;0.012004;10
4;0.003691;10
4;0.008054;10
4;0.009362;10
4;0.010334;10
4;0.010396;10
4;0.007489;10
4;0.006567;10
8;0.005612;10
8;0.005207;10
4;0.006398;10
4;0.007392;10
4;0.006357;10
8;0.004396;10
4;0.011654;10
8;0.008418;10
4;0.007142;10
4;0.006;10
8;0.009834;10
8;0.005088;10
4;0.006958;10
8;0.006383;10
4;0.006398;10
8;0.003522;10
8;0.008256;10
8;0.007286;10
8;0.007637;10
8;0.008997;10
4;0.008364;10
8;0.004259;10
8;0.005744;10
8;0.006491;10
8;0.003282;10
8;0.008935;10
8;0.007271;10
16;0.003604;10
8;0.004995;10
16;0.006488;10
8;0.002968;10
8;0.00324;10
16;0.006753;10
8;0.005071;10
8;0.002264;10
16;0.003272;10
16;0.00373;10
8;0.007048;10
8;0.005619;10
8;0.004785;10
16;0.003846;10
16;0.003865;10
16;0.004944;10
16;0.00344;10
8;0.007076;10
16;0.003332;10
16;0.003243;10
16;0.00219;10
16;0.00331;10
16;0.004013;10
16;0.007442;10
16;0.005658;10
16;0.002938;10
16;0.006352;10
16;0.002263;10
32;0.002881;10
8;0.01111;10
32;0.002201;10
32;0.005547;10
16;0.007564;10
16;0.00339;10
32;0.003413;10
32;0.001912;10
32;0.002965;10
32;0.003919;10
32;0.001669;10
16;0.005065;10
32;0.002452;10
32;0.004848;10
32;0.003079;10
16;0.0036;10
32;0.003278;10
32;0.003278;10
8;0.005643;10
64;0.006222;10
64;0.002083;10
32;0.004095;10
64;0.002241;10
64;0.002062;10
32;0.009159;10
64;0.001866;10
16;0.009999;10
32;0.002949;10
64;0.003911;10
64;0.00151;10
8;0.010824;10
32;0.00567;10
64;0.004127;10
32;0.002166;10
16;0.007468;10
64;0.002178;10
64;0.005382;10
16;0.006211;10
96;0.001947;10
16;0.003855;10
96;0.003094;10
32;0.017676;10
32;0.00381;10
64;0.005277;10
96;0.002434;10
16;0.002586;10
16;0.002818;10
96;0.005257;10
96;0.005195;10
16;0.003891;10
96;0.001985;10
64;0.005971;10
32;0.010275;10
32;0.01051;10
32;0.001831;10
96;0.005331;10
32;0.003306;10
32;0.007382;10
32;0.002437;10
64;0.007396;10
64;0.003797;10
32;0.002626;10
96;0.004918;10
64;0.001995;10
32;0.002478;10
32;0.007392;10
64;0.004829;10
64;0.001474;10
64;0.003196;10
96;0.003191;10
64;0.003299;10
64;0.002554;10
32;0.005302;10
64;0.002994;10
64;0.002204;10
64;0.003615;10
96;0.007958;10
96;0.01151;10
64;0.001828;10
64;0.002001;10
64;0.001329;10
96;0.001718;10
64;0.001631;10
96;0.001516;10
96;0.003387;10
96;0.002925;10
64;0.002727;10
96;0.001699;10
96;0.00361;10
96;0.002837;10
64;0.002263;10
64;0.00243;10
96;0.004229;10
96;0.00265;10
96;0.004405;10
96;0.002368;10
96;0.003808;10
96;0.00296;10
96;0.003953;10
96;0.001523;10
96;0.007;10
96;0.001684;10
96;0.001997;10
96;0.001846;10
1;0.032008;11
1;0.021208;11
1;0.036566;11
1;0.04009;11
1;0.037274;11
1;0.036958;11
1;0.036466;11
1;0.044079;11
1;0.023826;11
1;0.042273;11
1;0.028505;11
1;0.059232;11
1;0.048221;11
1;0.024037;11
1;0.031429;11
1;0.024394;11
1;0.031184;11
1;0.04853;11
1;0.027529;11
1;0.044041;11
1;0.032687;11
1;0.023488;11
1;0.042766;11
1;0.030428;11
1;0.059586;11
1;0.041533;11
2;0.03254;11
2;0.021675;11
1;0.035166;11
2;0.028789;11
1;0.058369;11
2;0.028975;11
2;0.027029;11
1;0.064961;11
2;0.036603;11
2;0.020559;11
1;0.040644;11
2;0.041369;11
2;0.038739;11
2;0.026164;11
2;0.034078;11
2;0.031114;11
2;0.048591;11
2;0.047502;11
2;0.036273;11
2;0.042124;11
2;0.028131;11
2;0.037219;11
2;0.034697;11
2;0.04759;11
2;0.052294;11
4;0.013592;11
2;0.047435;11
4;0.014755;11
4;0.022324;11
2;0.04854;11
4;0.019837;11
4;0.015634;11
2;0.067192;11
2;0.043905;11
4;0.032338;11
4;0.023337;11
4;0.026752;11
2;0.027437;11
2;0.061354;11
4;0.022965;11
4;0.02371;11
2;0.039774;11
4;0.022494;11
2;0.030616;11
4;0.024503;11
2;0.051589;11
8;0.016711;11
4;0.023602;11
4;0.03922;11
8;0.01698;11
8;0.022292;11
4;0.039346;11
4;0.029689;11
4;0.04033;11
8;0.015624;11
4;0.131066;11
4;0.0219;11
8;0.018492;11
8;0.04485;11
4;0.039471;11
4;0.022692;11
8;0.014146;11
8;0.014475;11
4;0.0342;11
4;0.049618;11
8;0.022397;11
8;0.008785;11
16;0.015967;11
4;0.049678;11
4;0.059454;11
4;0.030805;11
8;0.015613;11
8;0.02835;11
16;0.025704;11
4;0.032873;11
16;0.010902;11
4;0.037527;11
16;0.011085;11
4;0.062339;11
16;0.024656;11
8;0.030114;11
8;0.024694;11
16;0.022129;11
16;0.017899;11
8;0.02076;11
4;0.054669;11
8;0.020887;11
16;0.018995;11
16;0.020683;11
8;0.05329;11
8;0.014018;11
8;0.028271;11
8;0.02426;11
32;0.019438;11
8;0.029786;11
16;0.029881;11
32;0.028784;11
16;0.023896;11
32;0.008222;11
8;0.073351;11
8;0.043446;11
8;0.038484;11
32;0.013996;11
16;0.012625;11
32;0.038477;11
32;0.015936;11
8;0.022817;11
16;0.010271;11
8;0.03354;11
8;0.028728;11
32;0.020721;11
32;0.027653;11
16;0.023511;11
16;0.018581;11
8;0.032242;11
8;0.045397;11
64;0.011809;11
16;0.02978;11
32;0.020023;11
16;0.032367;11
64;0.021039;11
32;0.012067;11
16;0.034923;11
32;0.010188;11
64;0.018434;11
16;0.02727;11
8;0.053655;11
16;0.013874;11
64;0.00794;11
64;0.014744;11
32;0.015343;11
16;0.041981;11
16;0.021819;11
64;0.008859;11
64;0.012858;11
32;0.012855;11
16;0.039812;11
16;0.046572;11
96;0.01421;11
64;0.012698;11
32;0.028662;11
16;0.024297;11
64;0.017848;11
16;0.021172;11
32;0.021196;11
96;0.02047;11
32;0.022437;11
16;0.023993;11
32;0.023583;11
64;0.027014;11
16;0.035658;11
32;0.011244;11
96;0.011575;11
64;0.014431;11
16;0.026032;11
32;0.019824;11
96;0.024025;11
96;0.019619;11
32;0.026375;11
64;0.014915;11
96;0.020725;11
96;0.025712;11
32;0.033722;11
32;0.011271;11
96;0.014528;11
64;0.0115;11
16;0.047028;11
64;0.016935;11
96;0.014557;11
64;0.020131;11
32;0.041988;11
64;0.028318;11
96;0.029626;11
32;0.023614;11
64;0.021691;11
32;0.041372;11
32;0.011523;11
64;0.024662;11
96;0.011922;11
32;0.021675;11
64;0.007584;11
32;0.017028;11
64;0.028262;11
96;0.032511;11
32;0.018416;11
64;0.027244;11
96;0.017778;11
64;0.015448;11
96;0.018077;11
96;0.014743;11
32;0.032064;11
64;0.013166;11
96;0.012647;11
96;0.013135;11
64;0.024607;11
64;0.014365;11
96;0.020029;11
64;0.01006;11
64;0.011374;11
96;0.035669;11
64;0.021586;11
96;0.012326;11
96;0.018162;11
64;0.028942;11
96;0.016846;11
64;0.011767;11
96;0.021739;11
96;0.017539;11
96;0.011236;11
96;0.026706;11
96;0.01713;11
96;0.009831;11
96;0.017302;11
96;0.015846;11
1;0.23981;12
1;0.18396;12
1;0.208419;12
1;0.237595;12
1;0.271584;12
1;0.226654;12
1;0.262335;12
1;0.224697;12
1;0.23175;12
1;0.184315;12
1;0.176373;12
1;0.212768;12
1;0.200826;12
1;0.244548;12
1;0.145105;12
1;0.193441;12
1;0.2036;12
1;0.232458;12
1;0.20611;12
1;0.195729;12
1;0.193929;12
1;0.20131;12
1;0.17013;12
1;0.249996;12
1;0.270827;12
1;0.265632;12
2;0.165009;12
1;0.251517;12
1;0.205697;12
1;0.229667;12
2;0.155617;12
1;0.231829;12
2;0.159714;12
2;0.256371;12
2;0.240564;12
2;0.148324;12
2;0.200831;12
2;0.252251;12
2;0.196081;12
2;0.206437;12
2;0.1977;12
2;0.172242;12
2;0.211427;12
2;0.194602;12
2;0.154004;12
2;0.259099;12
2;0.194258;12
2;0.340423;12
2;0.221086;12
2;0.227022;12
2;0.218304;12
4;0.127188;12
2;0.202233;12
2;0.205749;12
2;0.181553;12
2;0.21895;12
4;0.158361;12
2;0.279937;12
2;0.272403;12
4;0.139285;12
4;0.135171;12
2;0.269194;12
2;0.297959;12
4;0.206463;12
2;0.3396;12
4;0.166802;12
4;0.244607;12
4;0.212533;12
4;0.174492;12
4;0.108469;12
4;0.163781;12
4;0.276515;12
4;0.190341;12
4;0.200654;12
8;0.100592;12
4;0.207508;12
4;0.2936;12
4;0.157032;12
4;0.200253;12
4;0.189593;12
8;0.133975;12
4;0.220489;12
4;0.215467;12
4;0.249457;12
4;0.185625;12
4;0.131601;12
8;0.230667;12
4;0.151256;12
8;0.192246;12
4;0.230626;12
4;0.250773;12
8;0.188874;12
8;0.114166;12
4;0.23531;12
8;0.093103;12
4;0.271702;12
8;0.189501;12
8;0.204985;12
4;0.256845;12
8;0.099292;12
8;0.155079;12
8;0.228558;12
8;0.19865;12
16;0.046335;12
8;0.131799;12
8;0.262452;12
16;0.083561;12
8;0.262128;12
8;0.188129;12
8;0.155279;12
8;0.116488;12
8;0.143353;12
16;0.142647;12
16;0.070135;12
8;0.293946;12
8;0.139102;12
8;0.2082;12
16;0.058637;12
8;0.129389;12
16;0.065884;12
16;0.130062;12
8;0.208629;12
16;0.11145;12
16;0.056427;12
8;0.165612;12
8;0.093725;12
16;0.25223;12
8;0.189327;12
32;0.088303;12
16;0.071665;12
8;0.111543;12
16;0.050692;12
32;0.160706;12
16;0.218757;12
16;0.195273;12
8;0.223575;12
16;0.195591;12
32;0.171488;12
16;0.049679;12
16;0.188235;12
32;0.056036;12
16;0.183327;12
16;0.181045;12
32;0.110196;12
32;0.180543;12
16;0.098299;12
16;0.189629;12
32;0.168744;12
16;0.18415;12
32;0.180042;12
16;0.261827;12
16;0.079889;12
32;0.075911;12
32;0.065508;12
16;0.141186;12
64;0.128258;12
16;0.111682;12
16;0.104656;12
32;0.087905;12
32;0.039421;12
64;0.074745;12
16;0.075981;12
16;0.209054;12
32;0.157207;12
64;0.046061;12
32;0.07824;12
64;0.153388;12
32;0.071275;12
32;0.103787;12
16;0.18282;12
64;0.071412;12
32;0.054564;12
64;0.148383;12
32;0.139774;12
32;0.075918;12
64;0.042929;12
32;0.046605;12
32;0.105679;12
64;0.039771;12
64;0.063746;12
32;0.152161;12
64;0.042629;12
32;0.067402;12
32;0.073654;12
64;0.096433;12
96;0.056881;12
32;0.075903;12
64;0.104917;12
96;0.065914;12
32;0.126181;12
32;0.133944;12
64;0.050558;12
32;0.241335;12
96;0.083117;12
96;0.199275;12
64;0.081676;12
64;0.03794;12
32;0.211732;12
96;0.168054;12
96;0.18297;12
64;0.175161;12
64;0.183947;12
64;0.176314;12
96;0.061691;12
96;0.198236;12
32;0.382177;12
64;0.124031;12
96;0.055195;12
96;0.040744;12
64;0.080529;12
64;0.068189;12
96;0.039839;12
64;0.074438;12
64;0.048508;12
96;0.089859;12
64;0.040196;12
64;0.108952;12
96;0.073799;12
64;0.054794;12
64;0.093892;12
96;0.042006;12
96;0.051552;12
64;0.043981;12
64;0.080635;12
96;0.089655;12
96;0.111203;12
96;0.068055;12
64;0.049595;12
96;0.042789;12
96;0.035965;12
96;0.045346;12
96;0.0841;12
96;0.077127;12
96;0.045476;12
96;0.043848;12
96;0.075868;12
96;0.06946;12
96;0.043532;12
96;0.071381;12
96;0.050473;12
1;1.00001e-06;4
1;2.00002e-06;4
1;1.00001e-06;4
1;1.00001e-06;4
1;6.00005e-06;4
2;5.39999e-05;4
2;0.000107;4
2;0.00011;4
2;2.29999e-05;4
2;4.49999e-05;4
4;1.20001e-05;4
4;2.29999e-05;4
4;0.000156;4
4;4.60001e-05;4
4;0.000102;4
8;8.39999e-05;4
8;0.000219;4
8;4.69999e-05;4
8;3.89998e-05;4
8;8.7e-05;4
16;0.000223;4
16;0.000198;4
16;0.000212;4
16;0.0003;4
16;0.000152;4
32;0.000351;4
32;0.000222;4
32;0.00022;4
32;0.000292;4
32;0.000273;4
64;0.001754;4
64;0.000973;4
64;0.001052;4
64;0.000595;4
64;0.000764;4
96;0.000767;4
96;0.002062;4
96;0.002181;4
96;0.000906;4
96;0.001122;4
1;5.00004e-06;5
1;5.99981e-06;5
1;6.00005e-06;5
1;4.99981e-06;5
1;5.00004e-06;5
2;6.5e-05;5
2;4.60001e-05;5
2;5.6e-05;5
2;3.7e-05;5
2;8.39999e-05;5
4;7.40001e-05;5
4;9e-05;5
4;5.7e-05;5
4;5.8e-05;5
4;7.99999e-05;5
8;0.000101;5
8;9.2e-05;5
8;0.000587;5
8;0.001222;5
8;8.9e-05;5
16;0.000159;5
16;0.000182;5
16;0.000189;5
16;0.00019;5
16;0.000165;5
32;0.000342;5
32;0.000274;5
32;0.000422;5
32;0.000239;5
32;0.000278;5
64;0.000529;5
64;0.000574;5
64;0.000612;5
64;0.000565;5
64;0.000613;5
96;0.000945;5
96;0.001051;5
96;0.000845;5
96;0.000721;5
96;0.000765;5
1;1.89999e-05;6
1;1.89999e-05;6
1;1.89999e-05;6
1;1.89999e-05;6
1;2.80002e-05;6
2;5.8e-05;6
2;6.4e-05;6
2;7.40001e-05;6
2;5.29999e-05;6
2;5.09999e-05;6
4;6.4e-05;6
4;6.5e-05;6
4;0.00036;6
4;8.19999e-05;6
4;7.79999e-05;6
8;8.70002e-05;6
8;0.000101;6
8;9.4e-05;6
8;8.49999e-05;6
8;0.000113;6
16;0.000153;6
16;0.000164;6
16;0.000142;6
16;0.000159;6
16;0.000147;6
32;0.000287;6
32;0.000277;6
32;0.000306;6
32;0.000266;6
32;0.000298;6
64;0.000492;6
64;0.000494;6
64;0.000699;6
64;0.000539;6
64;0.0006;6
96;0.000768;6
96;0.000881;6
96;0.000734;6
96;0.001005;6
96;0.000884;6
1;7.50001e-05;7
1;7.49999e-05;7
1;7.49999e-05;7
1;7.49999e-05;7
1;7.49999e-05;7
2;0.000163;7
2;0.000175;7
2;0.000158;7
2;0.00016;7
2;0.00017;7
4;0.000136;7
4;0.000124;7
4;0.00011;7
4;0.000109;7
4;0.000109;7
8;0.000131;7
8;0.000157;7
8;0.00014;7
8;0.000119;7
8;0.000136;7
16;0.000206;7
16;0.000181;7
16;0.000154;7
16;0.000187;7
16;0.000184;7
32;0.000317;7
32;0.000367;7
32;0.000308;7
32;0.000333;7
32;0.000303;7
64;0.00064;7
64;0.000542;7
64;0.000631;7
64;0.000713;7
64;0.000242;7
96;0.000619;7
96;0.000901;7
96;0.000522;7
96;0.001083;7
96;0.00117;7
1;0.000314;8
1;0.000308;8
1;0.000306;8
1;0.000307;8
1;0.000306;8
2;0.000613;8
2;0.000684;8
2;0.00059;8
2;0.000609;8
2;0.000631;8
4;0.000364;8
4;0.000182;8
4;0.000376;8
4;0.000383;8
4;0.000394;8
8;0.000362;8
8;0.000405;8
8;0.000413;8
8;0.000353;8
8;0.000339;8
16;0.000245;8
16;0.000375;8
16;0.000351;8
16;0.000452;8
16;0.000351;8
32;0.000466;8
32;0.000458;8
32;0.000427;8
32;0.000496;8
32;0.000938;8
64;0.000656;8
64;0.000695;8
64;0.000836;8
64;0.000763;8
64;0.000884;8
96;0.001012;8
96;0.001005;8
96;0.000993;8
96;0.001188;8
96;0.000923;8
1;0.00119;9
1;0.001189;9
1;0.001197;9
1;0.001188;9
1;0.001188;9
2;0.002413;9
2;0.002494;9
2;0.002375;9
2;0.00177;9
2;0.002471;9
4;0.001246;9
4;0.001619;9
4;0.001858;9
4;0.001476;9
4;0.001416;9
8;0.001345;9
8;0.001386;9
8;0.001236;9
8;0.00162;9
8;0.001698;9
16;0.001335;9
16;0.001424;9
16;0.001119;9
16;0.001143;9
16;0.001357;9
32;0.001143;9
32;0.001189;9
32;0.001345;9
32;0.001712;9
32;0.001392;9
64;0.001513;9
64;0.001442;9
64;0.001473;9
64;0.001887;9
64;0.002059;9
96;0.001511;9
96;0.003045;9
96;0.001863;9
96;0.001724;9
96;0.001601;9
1;0.005028;10
1;0.007349;10
1;0.005241;10
1;0.007083;10
1;0.005613;10
2;0.004897;10
2;0.006442;10
2;0.01009;10
2;0.007849;10
2;0.009305;10
4;0.006995;10
4;0.005738;10
4;0.005785;10
4;0.005656;10
4;0.009582;10
8;0.007953;10
8;0.01005;10
8;0.008608;10
8;0.004905;10
8;0.006032;10
16;0.005273;10
16;0.006122;10
16;0.004844;10
16;0.005252;10
16;0.005429;10
32;0.003278;10
32;0.003834;10
32;0.005681;10
32;0.005396;10
32;0.006007;10
64;0.005532;10
64;0.005246;10
64;0.005104;10
64;0.007381;10
64;0.005027;10
96;0.004949;10
96;0.003695;10
96;0.005007;10
96;0.003874;10
96;0.003546;10
1;0.062355;11
1;0.072228;11
1;0.056098;11
1;0.068785;11
1;0.07827;11
2;0.036298;11
2;0.024952;11
2;0.02544;11
2;0.024348;11
2;0.024222;11
4;0.01382;11
4;0.013573;11
4;0.013471;11
4;0.013564;11
4;0.013498;11
